ID,class
175,0.004529023
176,1.00316E-05
177,0.002395384
178,0.001200885
179,3.91E-21
180,3.83E-13
181,6.25533E-05
182,0.00572716
183,0.010883115
184,0.004298582
185,0.006704608
186,0.008675598
187,0.007542373
188,1.77E-06
189,0.000169913
190,8.55E-08
191,0.018406736
192,0.01151428
193,0.0039984
194,0.021567211
195,4.71E-14
196,0.007073632
197,9.40E-11
198,0.029491064
199,0.01927183
200,1.14E-09
201,3.25153E-05
202,9.67811E-05
203,6.38997E-05
204,0.016298064
205,4.13E-12
206,1.29E-14
207,0.002516195
208,3.09E-25
209,0.099969433
210,9.03611E-05
211,0.000141267
212,3.77E-15
213,5.45E-25
214,6.62E-13
215,1.65E-08
216,2.05E-06
217,0.005690622
218,0.014805557
219,0.020859628
220,0.007617476
221,0.00310366
222,0.802387817
223,0.000100797
224,0.006135201
225,0.043166042
226,0.000135969
227,0.002874235
228,0.99632673
229,3.14E-17
230,2.02E-16
231,1.18E-13
232,6.52E-21
233,0.000668018
234,0.000220228
235,0.007082035
236,0.053287708
237,5.81E-11
238,0.01418338
239,2.06E-07
240,0.000274645
241,0.012692877
242,0.576156947
243,0.301769161
244,1.24E-22
245,1.44E-12
246,0.000177535
247,0.000146566
248,0.009293145
249,3.55E-14
250,2.67493E-05
251,3.19E-17
252,8.17E-07
253,0.039735391
254,0.015519539
255,0.000179726
256,4.71E-30
257,0.005737654
258,0.00717758
259,3.38E-21
260,0.000101305
261,0.000279572
262,1.17E-11
263,0.068298041
264,0.018675084
265,0.000253656
266,0.003043411
267,2.87E-18
268,8.83E-07
269,0.000223989
270,3.13E-08
271,0.040991748
272,9.53E-21
273,3.49E-10
274,0.000138201
275,0.000141314
276,0.021581132
277,1.87E-14
278,0.007460875
279,0.000561282
280,2.43121E-05
281,1.17E-10
282,6.17E-06
283,4.19E-06
284,1.66E-08
285,0.003431754
286,9.14326E-05
287,0.009284867
288,0.00919451
289,1.19E-15
290,2.03197E-05
291,4.50E-06
292,0.000132874
293,0.000098582
294,0.011144324
295,0.002158916
296,1.05E-12
297,2.53E-20
298,8.32E-06
299,0.007415309
300,0.010619396
301,0.004228602
302,1.52E-10
303,0.000149343
304,1.53E-08
305,0.00290436
306,0.003175004
307,0.000337608
308,5.21E-19
309,2.40E-15
310,0.004348662
311,0.005250177
312,0.005313613
313,1.64E-20
314,3.95986E-05
315,1.61E-30
316,2.45879E-05
317,1.06151E-05
318,0.025862785
319,7.26486E-05
320,0.000331423
321,0.026862497
322,0.000441126
323,0.00022827
324,0.020704176
325,0.023991415
326,0.00162037
327,7.30837E-05
328,7.09E-11
329,0.00396447
330,0.002316594
331,1.07854E-05
332,0.156882955
333,9.28E-25
334,0.009056242
335,0.010704574
336,9.00E-20
337,0.016549382
338,0.011539262
339,0.000689603
340,0.005644725
341,7.31E-14
342,2.53E-13
343,0.007349409
344,1.06E-09
345,1.29E-18
346,0.001279093
347,0.004215318
348,0.047762391
349,0.000402324
350,0.000214756
351,8.69E-26
352,0.002585029
353,1.74E-12
354,0.00422342
355,1.41898E-05
356,1.09E-18
357,3.99E-25
358,0.003373761
359,0.003874994
360,3.23044E-05
361,8.83E-07
362,4.24E-13
363,0.010047227
364,2.78E-11
365,0.002742165
366,0.076652722
367,0.007837814
368,2.95E-10
369,5.02E-16
370,0.005754199
371,0.003138265
372,8.95E-32
373,1.97E-09
374,0.000141152
375,1.75E-10
376,3.94E-08
377,0.000541808
378,3.28E-22
379,5.57E-17
380,0.045847943
381,7.20E-11
382,2.93E-26
383,3.25E-13
384,1.26E-06
385,0.00004978
386,0.011022833
387,1.68E-20
388,0.018075667
389,2.90E-09
390,0.014177573
391,0.045029377
392,0.013890414
393,4.84E-14
394,0.001215796
395,3.12E-25
396,0.010331592
397,0.00510416
398,0.020863544
399,0.002968836
400,5.22E-19
401,6.17E-08
402,0.000143572
403,6.61E-06
404,0.000614373
405,0.006229066
406,0.006570225
407,5.49E-06
408,0.000105122
409,0.034579457
410,1.30609E-05
411,2.51E-16
412,0.021114637
413,0.999994265
414,0.000119095
415,1.34E-17
416,0.000304972
417,1.89E-23
418,0.012734602
419,9.33189E-05
420,0.005247976
421,0.003162353
422,2.15E-13
423,4.01E-19
424,0.000241994
425,1.61E-18
426,0.018208052
427,0.004554204
428,0.00014448
429,2.17E-20
430,0.016351234
431,3.22E-07
432,0.010555159
433,7.20277E-05
434,4.98E-14
435,0.022704831
436,3.95E-13
437,0.002384425
438,0.044432089
439,3.12E-08
440,0.000270573
441,1.09E-06
442,8.38685E-05
443,0.00154963
444,1.61655E-05
445,0.01556382
446,0.012709888
447,1.77294E-05
448,1.92E-13
449,0.026783099
450,7.24E-10
451,1.90E-16
452,7.10E-07
453,6.76E-17
454,0.000113895
455,7.06E-23
456,0.000177531
457,4.21474E-05
458,0.000161567
459,0.001680805
460,0.000417239
461,0.000116987
462,3.46E-13
463,0.003135229
464,2.09E-14
465,5.44E-08
466,2.70589E-05
467,6.67E-06
468,0.000011436
469,6.18E-12
470,0.004469511
471,0.193334672
472,3.73E-14
473,0.003145556
474,0.006119498
475,0.008954109
476,2.03E-11
477,6.44E-19
478,0.001401671
479,0.006215399
480,0.00405865
481,0.012124776
482,3.59E-19
483,0.017574769
484,0.784729101
485,0.009622028
486,0.134010934
487,1.76E-13
488,1.77E-23
489,0.007400649
490,0.010772731
491,5.65E-09
492,1.06E-20
493,1.05E-11
494,0.088816863
495,6.69008E-05
496,0.000883858
497,3.33198E-05
498,1.11E-13
499,0.000267201
500,8.94E-06
501,0.000274663
502,2.38E-10
503,1.08E-16
504,7.14E-15
505,1.97E-18
506,8.03E-13
507,0.357794061
508,2.65E-13
509,0.089633137
510,0.011221597
511,0.000036375
512,4.98E-08
513,0.005389034
514,4.82703E-05
515,0.012551447
516,0.000219816
517,0.001691198
518,1.46E-08
519,9.21E-30
520,0.011328545
521,1.40E-15
522,0.004377957
523,6.20E-09
524,0.017172197
525,2.98E-26
526,0.005822188
527,0.045496573
528,0.009944601
529,0.2332438
530,0.008021886
531,0.04142835
532,2.17E-13
533,0.003488808
534,1.24E-10
535,0.024124339
536,0.001538964
537,0.051907763
538,0.000201372
539,2.98E-13
540,0.007356137
541,0.000106055
542,9.28E-09
543,0.00880126
544,0.015966904
545,6.99125E-05
546,0.003508004
547,4.73E-10
548,0.012699721
549,0.007957304
550,0.002957926
551,3.94E-08
552,0.020696828
553,0.01211969
554,1.39E-23
555,0.367850755
556,9.46E-17
557,1.84363E-05
558,0.00156369
559,2.90E-21
560,0.015728402
561,0.026427362
562,0.002400672
563,0.0094954
564,4.96E-12
565,0.000252649
566,0.006460662
567,2.28E-12
568,0.026275701
569,0.000124755
570,9.94E-12
571,8.06E-17
572,3.80E-06
573,5.51E-11
574,1.67E-20
575,0.004365995
576,0.001359798
577,0.003574697
578,1.34E-18
579,0.000189196
580,0.46720355
581,0.002929003
582,6.31E-06
583,0.000149972
584,6.56E-08
585,0.026364225
586,0.016714537
587,0.008012896
588,5.35E-06
589,2.29E-09
590,0.006218547
591,0.069422876
592,1.07491E-05
593,2.55E-08
594,1.29834E-05
595,2.02E-14
596,0.002864956
597,0.004319048
598,0.001863136
599,1.11991E-05
600,0.480527495
601,4.22E-10
602,1.17E-15
603,0.167562365
604,7.21E-07
605,0.000542487
606,0.940893433
607,1.20342E-05
608,6.93168E-05
609,0.034656196
610,0.000257858
611,5.90E-21
612,0.026713091
613,0.000340103
614,0.0001397
615,0.008190441
616,0.010972385
617,0.007706429
618,0.045015431
619,0.006802223
620,0.010572454
621,1.15573E-05
622,0.00131043
623,0.01049823
624,0.000238776
625,0.018081009
626,0.00642205
627,0.004250738
628,0.019673555
629,0.004385802
630,6.93752E-05
631,0.000256529
632,2.52691E-05
633,0.067934014
634,0.074852437
635,3.30E-08
636,0.000691586
637,3.32E-33
638,0.006517916
639,1.44E-09
640,0.000226382
641,0.002388912
642,1.86E-20
643,0.026711317
644,7.22E-09
645,0.0041279
646,2.94E-11
647,0.008866689
648,1.25E-15
649,2.59285E-05
650,5.77213E-05
651,0.001635686
652,0.047408035
653,0.178677999
654,0.000138715
655,4.52E-25
656,0.643160824
657,0.014297591
658,0.005159198
659,0.016384926
660,1.61E-14
661,0.014568916
662,1.22E-18
663,7.61E-06
664,1.35E-06
665,0.000544351
666,0.056086994
667,0.000104713
668,9.82423E-05
669,0.006179164
670,1.13E-22
671,0.006371441
672,0.000192374
673,1.31E-12
674,0.000242676
675,0.000283757
676,8.69E-12
677,0.011024671
678,1.90E-06
679,2.18E-07
680,8.00481E-05
681,2.23E-20
682,1.98048E-05
683,5.21E-19
684,0.002548204
685,0.001730175
686,0.005531488
687,0.00017859
688,0.01195453
689,1.85E-16
690,0.028073835
691,0.016230302
692,0.003227361
693,1.58E-06
694,0.000248223
695,0.010043155
696,0.000015666
697,0.014419493
698,0.010875787
699,6.19E-06
700,0.018520569
701,0.000242146
702,0.007769298
703,0.016861058
704,1.94E-15
705,0.007317916
706,1.30E-18
707,0.000630098
708,0.013089959
709,0.002362704
710,5.19E-25
711,8.43E-12
712,0.000344689
713,0.000103938
714,0.056754485
715,0.042154665
716,0.014642149
717,0.00045299
718,4.98E-15
719,0.000111889
720,0.029745474
721,3.14E-23
722,0.010904243
723,1.47707E-05
724,6.68E-19
725,0.002347786
726,0.191886535
727,5.34E-16
728,0.011271911
729,0.049206297
730,0.00068417
731,0.000415699
732,8.43E-11
733,0.002540229
734,3.43E-12
735,3.33E-19
736,0.003896293
737,2.67E-06
738,0.000178393
739,0.056172808
740,1.25E-16
741,3.11E-08
742,1.92E-13
743,3.50137E-05
744,0.005277695
745,1.24E-09
746,2.82E-10
747,0.006475807
748,0.015065742
749,0.00015241
750,6.23E-14
751,0.03462385
752,0.030223565
753,0.003729156
754,1.15E-15
755,1.20342E-05
756,0.006220965
757,0.005924867
758,0.013775081
759,0.00002487
760,0.075419977
761,3.35692E-05
762,9.22E-06
763,0.000977652
764,6.30E-14
765,0.070282289
766,0.018817924
767,1.20E-14
768,0.0007494
769,4.22E-18
770,5.62E-12
771,1.11E-18
772,9.92E-13
773,0.008126421
774,0.007970854
775,0.004892096
776,0.000240083
777,0.000463122
778,1.63E-06
779,6.72E-11
780,0.007167291
781,9.25E-06
782,0.000762432
783,0.06530273
784,0.009776983
785,0.135445195
786,0.000118098
787,0.02618258
788,1.60E-17
789,0.00671964
790,1.52E-22
791,0.01822935
792,2.92E-08
793,4.34E-25
794,0.009167938
795,0.000163413
796,0.011627836
797,1.57E-19
798,0.000892738
799,9.18E-16
800,3.67E-15
801,0.023403149
802,0.047201248
803,0.000690837
804,4.93E-06
805,0.000196511
806,0.010066499
807,9.05E-23
808,0.000161173
809,4.59E-17
810,5.41755E-05
811,0.008109578
812,0.464241894
813,8.07E-38
814,4.24E-06
815,9.09E-07
816,0.000547092
817,0.003523548
818,0.02857642
819,6.28E-15
820,0.08365619
821,0.017620136
822,1.05E-15
823,0.000116925
824,0.002669561
825,0.006369593
826,0.009087778
827,0.003891571
828,8.91354E-05
829,0.011037467
830,4.71E-20
831,3.86E-09
832,0.000149047
833,2.63E-14
834,0.001932973
835,0.030446133
836,2.12E-18
837,0.007228858
838,1.90E-13
839,1.56E-09
840,8.73E-11
841,0.00412968
842,0.050226699
843,0.0102185
844,0.000686736
845,0.009632464
846,0.009841059
847,9.09E-07
848,7.77E-18
849,0.058285844
850,0.011802372
851,4.92E-20
852,0.074842429
853,0.019094721
854,7.01E-17
855,0.001655464
856,4.26327E-05
857,0.000148531
858,0.00106708
859,8.03E-06
860,5.07066E-05
861,0.012488165
862,3.54E-18
863,0.000256007
864,0.004716769
865,0.009776443
866,0.032808506
867,0.000133801
868,4.27E-21
869,0.010056924
870,0.001260363
871,0.023441947
872,0.000392387
873,0.030999796
874,1.06E-10
875,0.001184445
876,0.004949898
877,0.027624401
878,7.09879E-05
879,0.060435565
880,3.67E-25
881,6.53475E-05
882,2.25E-10
883,2.49E-15
884,2.57E-06
885,0.034585919
886,0.006980714
887,0.000312312
888,0.003633694
889,0.039913463
890,1.30E-10
891,2.27E-28
892,4.77E-09
893,0.015225804
894,1.48E-11
895,0.004655286
896,3.55E-09
897,0.002869922
898,0.012673184
899,3.39E-24
900,0.062487163
901,1.71E-16
902,2.76E-06
903,4.05E-06
904,0.004048593
905,0.003761948
906,3.50E-17
907,4.58972E-05
908,2.56E-24
909,0.004881536
910,4.37E-16
911,8.35E-15
912,0.004841843
913,0.061466342
914,3.47E-14
915,1.77E-06
916,0.00010061
917,0.011412443
918,0.011717863
919,0.001030019
920,1.99E-10
921,0.009359984
922,0.897445136
923,0.000360215
924,0.005284436
925,5.43E-22
926,4.30E-20
927,0.016366381
928,0.001694207
929,0.014060409
930,1.30E-08
931,2.24E-16
932,0.003917409
933,1.08179E-05
934,0.02476002
935,0.007555783
936,0.000558721
937,0.000142949
938,0.00164305
939,8.45989E-05
940,1.31E-09
941,0.004436069
942,0.000150302
943,6.53E-27
944,0.014539982
945,0.060759865
946,0.034966167
947,0.002245421
948,4.76E-16
949,0.009448262
950,6.01109E-05
951,8.20E-13
952,2.55E-10
953,0.007846468
954,0.000136668
955,0.709043024
956,1.14E-22
957,0.002448421
958,0.083005902
959,0.005258371
960,9.29E-13
961,0.02903153
962,2.67303E-05
963,0.000111914
964,0.009435776
965,6.29E-06
966,1.98E-07
967,3.16E-20
968,8.10711E-05
969,0.003958072
970,0.059597577
971,0.095566665
972,6.77411E-05
973,6.56E-06
974,0.035691342
975,6.71E-16
976,0.039662155
977,6.58E-18
978,0.009111971
979,2.12E-14
980,1.40909E-05
981,0.002654084
982,1.98E-10
983,0.000109796
984,0.004941397
985,0.005403296
986,0.224489514
987,0.001566624
988,2.54E-21
989,0.005633666
990,3.98646E-05
991,2.67E-11
992,0.049599773
993,0.012002005
994,0.017643178
995,2.62E-07
996,5.88E-08
997,0.000123684
998,0.004195989
999,1.54644E-05
1000,2.12E-15
1001,0.00835953
1002,0.006540834
1003,1.50E-20
1004,0.332646118
1005,0.003886714
1006,0.003960013
1007,0.008909826
1008,0.047945765
1009,0.003779389
1010,0.016213789
1011,8.15816E-05
1012,4.99E-12
1013,0.018928835
1014,0.065906567
1015,0.000184259
1016,0.023865367
1017,1.20E-14
1018,0.003510725
1019,2.26E-18
1020,0.009167358
1021,0.000166241
1022,2.05E-14
1023,0.000934347
1024,0.00326769
1025,0.000302626
1026,7.81475E-05
1027,1.29E-13
1028,0.020453928
1029,0.000247399
1030,0.0712355
1031,0.003270276
1032,3.70754E-05
1033,3.92E-19
1034,0.017551
1035,0.006607311
1036,0.059908345
1037,0.002581289
1038,0.011676714
1039,4.90636E-05
1040,0.055482212
1041,1.63E-17
1042,0.029068356
1043,0.017434767
1044,1.08E-12
1045,0.204965423
1046,0.022294139
1047,7.83249E-05
1048,0.051780553
1049,0.015275479
1050,9.34E-21
1051,2.75972E-05
1052,0.030602575
1053,4.59E-07
1054,0.014255344
1055,0.030720798
1056,0.013170118
1057,3.19E-15
1058,8.69E-14
1059,0.003201325
1060,0.007533204
1061,0.000264781
1062,0.077084829
1063,0.025807823
1064,1.30E-10
1065,4.43E-17
1066,0.000164792
1067,4.20E-12
1068,0.017198592
1069,2.47E-23
1070,0.024548463
1071,0.010455093
1072,0.00221088
1073,0.012414419
1074,5.21E-19
1075,0.041928106
1076,3.04E-07
1077,0.005917977
1078,0.00015328
1079,0.002356405
1080,4.74E-20
1081,0.00047379
1082,7.61675E-05
1083,2.66092E-05
1084,7.66E-29
1085,0.008835783
1086,5.33E-23
1087,5.31E-25
1088,0.010460695
1089,0.000400129
1090,0.000655881
1091,0.008287012
1092,0.025098195
1093,0.08135864
1094,3.88E-20
1095,0.003232376
1096,0.000382139
1097,4.19E-07
1098,2.25E-06
1099,0.065550346
1100,0.007403076
1101,0.01877517
1102,4.38E-15
1103,7.18E-15
1104,0.008237927
1105,0.01736619
1106,0.002891389
1107,3.35E-12
1108,0.05465083
1109,0.00514664
1110,7.25E-36
1111,0.008579231
1112,0.009194954
1113,0.035696115
1114,0.000043044
1115,2.33E-15
1116,2.84E-17
1117,9.23E-06
1118,8.70682E-05
1119,0.000065564
1120,0.000144905
1121,0.008829157
1122,1.12E-11
1123,1.72984E-05
1124,0.000189556
1125,0.17431416
1126,0.039773861
1127,3.01812E-05
1128,0.00266603
1129,0.010402977
1130,0.0114254
1131,0.012055234
1132,0.001547183
1133,0.000160141
1134,2.53572E-05
1135,0.000143884
1136,5.18E-06
1137,1.30E-36
1138,0.029310796
1139,3.19049E-05
1140,0.006931058
1141,0.000165849
1142,0.008030553
1143,0.019922886
1144,0.005093199
1145,2.73E-09
1146,0.000283755
1147,0.020297247
1148,5.21E-19
1149,0.000162215
1150,7.78257E-05
1151,0.007322956
1152,0.039706801
1153,1.28E-13
1154,1.24E-12
1155,0.013941539
1156,1.13E-14
1157,0.010571393
1158,0.000170308
1159,0.009111371
1160,1.13E-12
1161,0.008449042
1162,4.13E-07
1163,0.000161891
1164,3.55E-16
1165,2.56E-07
1166,5.28E-13
1167,0.02227664
1168,0.051709271
1169,0.030520078
1170,7.67E-06
1171,0.019340215
1172,9.09E-07
1173,0.086459156
1174,0.028871091
1175,1.81E-16
1176,3.53E-12
1177,0.019861079
1178,3.06E-08
1179,1.08E-06
1180,1.96E-16
1181,3.00827E-05
1182,0.00027207
1183,3.48E-18
1184,0.000078399
1185,0.004341397
1186,0.009955069
1187,1.80516E-05
1188,9.94355E-05
1189,7.45404E-05
1190,0.000117497
1191,3.83E-20
1192,0.003281099
1193,8.30E-21
1194,0.000132654
1195,0.005900104
1196,3.57E-12
1197,0.005334053
1198,0.313735409
1199,3.06E-26
1200,0.020097835
1201,9.51E-08
1202,0.002033692
1203,0.007817497
1204,0.00011942
1205,0.014948017
1206,0.000141692
1207,0.000362172
1208,0.065688989
1209,0.086720733
1210,0.006855383
1211,4.71E-18
1212,0.041598964
1213,0.010316171
1214,4.11667E-05
1215,0.005539051
1216,0.072093362
1217,0.00027967
1218,0.043465841
1219,8.81E-25
1220,8.49E-18
1221,0.021724087
1222,0.000277601
1223,1.22E-12
1224,0.000271809
1225,0.020754133
1226,1.24E-08
1227,6.19044E-05
1228,0.020122541
1229,0.042311543
1230,0.005650514
1231,5.33E-20
1232,3.27261E-05
1233,0.019624023
1234,0.000179344
1235,0.000127405
1236,1.20E-14
1237,2.33E-22
1238,0.022130528
1239,0.142347891
1240,0.136388854
1241,7.21E-12
1242,1.18E-12
1243,5.08E-20
1244,0.000255747
1245,0.002276795
1246,2.08E-18
1247,0.010462011
1248,0.00513498
1249,0.010749603
1250,0.000430495
1251,2.56E-18
1252,2.93E-10
1253,0.200319957
1254,3.09E-06
1255,0.000163955
1256,0.000115192
1257,0.001446195
1258,0.011746893
1259,2.33E-16
1260,6.87E-06
1261,0.161915371
1262,0.001702762
1263,2.87E-10
1264,0.000108961
1265,0.000135752
1266,0.003371142
1267,1.51E-24
1268,1.58E-14
1269,4.50E-15
1270,2.16E-06
1271,4.68625E-05
1272,1.12E-16
1273,0.00662889
1274,0.000157166
1275,0.004063607
1276,3.88E-16
1277,0.009472474
1278,0.008552342
1279,0.164717527
1280,0.000277702
1281,0.173594552
1282,0.016170084
1283,2.47E-12
1284,0.051488479
1285,7.48E-11
1286,0.073987298
1287,8.53111E-05
1288,0.007169884
1289,0.977955289
1290,0.012044587
1291,5.14496E-05
1292,3.08E-07
1293,0.000145274
1294,3.18E-08
1295,0.107568073
1296,7.09317E-05
1297,0.014170997
1298,0.004754458
1299,1.65114E-05
1300,0.0057258
1301,2.62E-06
1302,0.07234178
1303,0.523631632
1304,6.50E-06
1305,0.028367694
1306,1.01E-07
1307,5.41007E-05
1308,0.013881665
1309,0.000063826
1310,6.74E-08
1311,0.000314425
1312,0.006739848
1313,8.38E-15
1314,1.66E-12
1315,1.05E-13
1316,1.22E-11
1317,6.06E-11
1318,0.030573528
1319,0.088290971
1320,0.06040726
1321,0.375782526
1322,9.00E-10
1323,0.017155904
1324,2.32173E-05
1325,0.010767782
1326,0.019457473
1327,0.002362891
1328,0.000239832
1329,8.62E-12
1330,2.35E-18
1331,0.034374633
1332,1.57E-20
1333,7.10E-17
1334,6.41706E-05
1335,0.00689131
1336,0.001130563
1337,0.016052249
1338,0.005323862
1339,0.018097675
1340,0.00846153
1341,0.003536159
1342,0.003546053
1343,0.00610513
1344,4.72E-12
1345,3.50666E-05
1346,0.000367192
1347,0.000144325
1348,0.025299564
1349,0.000151261
1350,0.00012626
1351,0.000202985
1352,0.00330406
1353,3.03847E-05
1354,0.00643014
1355,0.018302982
1356,8.31E-18
1357,1.21E-18
1358,0.023671246
1359,7.24E-20
1360,3.91E-16
1361,0.023510374
1362,0.005218349
1363,5.14E-13
1364,0.003587714
1365,0.000125327
1366,9.89E-08
1367,3.99E-09
1368,0.042877234
1369,0.063611135
1370,1.52157E-05
1371,2.51E-18
1372,0.004784946
1373,1.10E-12
1374,5.97E-19
1375,0.019410318
1376,0.003510719
1377,0.000146866
1378,0.046267201
1379,0.000240211
1380,0.000780175
1381,2.00184E-05
1382,0.017458824
1383,0.0024732
1384,0.005353887
1385,0.005983787
1386,0.015281177
1387,0.023149889
1388,0.000127384
1389,0.028539109
1390,1.06E-18
1391,0.002571281
1392,0.000791371
1393,0.000353254
1394,0.018309677
1395,0.000153972
1396,3.06E-06
1397,2.60E-18
1398,0.011583218
1399,0.154593607
1400,2.95E-13
1401,0.003988226
1402,0.055025741
1403,0.002526917
1404,6.27E-19
1405,0.053338859
1406,0.944826214
1407,1.94E-27
1408,2.61E-14
1409,1.24E-12
1410,5.00E-39
1411,2.92064E-05
1412,3.56E-15
1413,8.43225E-05
1414,2.26075E-05
1415,0.002917116
1416,0.032860016
1417,0.000246154
1418,0.000254764
1419,0.026362206
1420,1.07E-10
1421,0.001970222
1422,0.005686123
1423,0.000530333
1424,6.78E-14
1425,1.12E-20
1426,8.02E-10
1427,1.60E-06
1428,0.006094912
1429,7.38E-13
1430,0.014959183
1431,1.80E-06
1432,0.013604779
1433,0.199927322
1434,4.16E-15
1435,1.76E-22
1436,0.003329249
1437,0.106148236
1438,4.82E-16
1439,0.011641841
1440,1.10E-06
1441,2.49E-19
1442,0.024039106
1443,0.001125151
1444,0.000223513
1445,0.006858587
1446,0.006111809
1447,9.51226E-05
1448,3.99E-16
1449,0.000112285
1450,5.44E-10
1451,4.57E-17
1452,0.015767482
1453,8.69E-26
1454,0.00517139
1455,0.008247033
1456,7.54E-19
1457,0.000344441
1458,0.009980385
1459,6.68399E-05
1460,0.030211133
1461,0.010124137
1462,0.010836337
1463,0.049961911
1464,0.007217987
1465,2.80E-18
1466,0.000221942
1467,0.002216616
1468,0.060432993
1469,2.41E-06
1470,0.007901213
1471,0.011150799
1472,1.27E-07
1473,1.61E-20
1474,0.000128007
1475,0.008527654
1476,0.054964835
1477,9.92E-06
1478,0.034508002
1479,0.00476854
1480,4.66E-15
1481,1.57E-20
1482,0.004971036
1483,0.00014469
1484,1.27E-25
1485,9.91153E-05
1486,0.005024245
1487,0.019398209
1488,0.011988196
1489,0.000132573
1490,0.027813233
1491,5.42E-07
1492,1.93E-23
1493,5.09E-06
1494,0.013676203
1495,0.002481746
1496,0.028831359
1497,1.26E-16
1498,4.35E-26
1499,8.45E-10
1500,1.28E-08
1501,1.40E-22
1502,0.007873508
1503,0.000149899
1504,0.055372882
1505,0.008965993
1506,0.28479136
1507,0.002973523
1508,0.000215929
1509,0.005388288
1510,0.004411968
1511,0.005525994
1512,0.000253037
1513,6.99E-22
1514,0.005329018
1515,0.011855684
1516,0.008585235
1517,0.026744506
1518,1.55982E-05
1519,0.00028358
1520,0.000513399
1521,4.07E-15
1522,0.014951333
1523,0.010925623
1524,8.67433E-05
1525,2.43E-16
1526,6.23E-11
1527,8.97E-06
1528,1.13E-13
1529,6.24E-08
1530,8.45486E-05
1531,9.08E-14
1532,7.09752E-05
1533,0.000277078
1534,4.33E-09
1535,0.008270879
1536,0.005696186
1537,5.98E-23
1538,0.010272255
1539,0.030708998
1540,1.01E-23
1541,6.94E-31
1542,3.50E-07
1543,0.007311427
1544,0.00612712
1545,2.78E-07
1546,0.13496274
1547,2.77E-13
1548,5.41E-13
1549,0.004643929
1550,0.00404765
1551,0.000139197
1552,3.81E-16
1553,0.104082575
1554,0.001075195
1555,0.034281774
1556,3.66E-17
1557,2.32E-14
1558,0.999444604
1559,1.93E-07
1560,0.001658626
1561,0.674660874
1562,0.050385937
1563,8.50262E-05
1564,0.000361759
1565,3.32E-22
1566,0.013212522
1567,5.45047E-05
1568,8.51711E-05
1569,0.012951915
1570,3.37E-13
1571,4.03E-10
1572,5.45979E-05
1573,0.016464972
1574,0.003766482
1575,1.31155E-05
1576,7.68E-17
1577,0.004054672
1578,0.002287035
1579,0.011794449
1580,0.004120873
